订单号,合同日期,客户,产品,不含税元,税额元,价税合计元,已回款元,未收元,交付日,模拟发票号,交付单号,标识
KS-INJECTION-1000-S-202603-1,2026-03-05,模拟下游1,工业塑料周转配件,1834845,238530,2073375,2052641,20734,2026-03-10,KS-INJECTION-1000-S-202603-1-INV,KS-INJECTION-1000-S-202603-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202603-2,2026-03-05,模拟下游2,工业塑料周转配件,1780879,231514,2012393,1992269,20124,2026-03-10,KS-INJECTION-1000-S-202603-2-INV,KS-INJECTION-1000-S-202603-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202603-3,2026-03-05,模拟下游3,工业塑料周转配件,1780880,231515,2012395,1992271,20124,2026-03-10,KS-INJECTION-1000-S-202603-3-INV,KS-INJECTION-1000-S-202603-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202604-1,2026-04-05,模拟下游1,工业塑料周转配件,1906800,247884,2154684,2133137,21547,2026-04-10,KS-INJECTION-1000-S-202604-1-INV,KS-INJECTION-1000-S-202604-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202604-2,2026-04-05,模拟下游2,工业塑料周转配件,1850718,240593,2091311,2070398,20913,2026-04-10,KS-INJECTION-1000-S-202604-2-INV,KS-INJECTION-1000-S-202604-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202604-3,2026-04-05,模拟下游3,工业塑料周转配件,1850718,240594,2091312,2070399,20913,2026-04-10,KS-INJECTION-1000-S-202604-3-INV,KS-INJECTION-1000-S-202604-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202605-1,2026-05-05,模拟下游1,工业塑料周转配件,1978755,257238,2235993,2213633,22360,2026-05-10,KS-INJECTION-1000-S-202605-1-INV,KS-INJECTION-1000-S-202605-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202605-2,2026-05-05,模拟下游2,工业塑料周转配件,1920556,249672,2170228,2148526,21702,2026-05-10,KS-INJECTION-1000-S-202605-2-INV,KS-INJECTION-1000-S-202605-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202605-3,2026-05-05,模拟下游3,工业塑料周转配件,1920557,249673,2170230,2148528,21702,2026-05-10,KS-INJECTION-1000-S-202605-3-INV,KS-INJECTION-1000-S-202605-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202606-1,2026-06-05,模拟下游1,工业塑料周转配件,1888812,245546,2134358,2113014,21344,2026-06-10,KS-INJECTION-1000-S-202606-1-INV,KS-INJECTION-1000-S-202606-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202606-2,2026-06-05,模拟下游2,工业塑料周转配件,1833258,238324,2071582,2050866,20716,2026-06-10,KS-INJECTION-1000-S-202606-2-INV,KS-INJECTION-1000-S-202606-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202606-3,2026-06-05,模拟下游3,工业塑料周转配件,1833258,238323,2071581,2050865,20716,2026-06-10,KS-INJECTION-1000-S-202606-3-INV,KS-INJECTION-1000-S-202606-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202607-1,2026-07-05,模拟下游1,工业塑料周转配件,1942778,252561,2195339,2173386,21953,2026-07-10,KS-INJECTION-1000-S-202607-1-INV,KS-INJECTION-1000-S-202607-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202607-2,2026-07-05,模拟下游2,工业塑料周转配件,1885637,245133,2130770,2109462,21308,2026-07-10,KS-INJECTION-1000-S-202607-2-INV,KS-INJECTION-1000-S-202607-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202607-3,2026-07-05,模拟下游3,工业塑料周转配件,1885637,245133,2130770,2109462,21308,2026-07-10,KS-INJECTION-1000-S-202607-3-INV,KS-INJECTION-1000-S-202607-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202608-1,2026-08-05,模拟下游1,工业塑料周转配件,1942778,252561,2195339,2173386,21953,2026-08-10,KS-INJECTION-1000-S-202608-1-INV,KS-INJECTION-1000-S-202608-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202608-2,2026-08-05,模拟下游2,工业塑料周转配件,1885637,245133,2130770,2109462,21308,2026-08-10,KS-INJECTION-1000-S-202608-2-INV,KS-INJECTION-1000-S-202608-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202608-3,2026-08-05,模拟下游3,工业塑料周转配件,1885637,245133,2130770,2109462,21308,2026-08-10,KS-INJECTION-1000-S-202608-3-INV,KS-INJECTION-1000-S-202608-3-DEL,SYNTHETIC
