订单号,合同日期,客户,产品,不含税元,税额元,价税合计元,已回款元,未收元,交付日,模拟发票号,交付单号,标识
KS-TEXTILE-200-S-202605-1,2026-05-05,模拟下游1,棉纱,1002173,130283,1132456,883316,249140,2026-05-10,KS-TEXTILE-200-S-202605-1-INV,KS-TEXTILE-200-S-202605-1-DEL,SYNTHETIC
KS-TEXTILE-200-S-202605-2,2026-05-05,模拟下游2,棉纱,385451,50109,435560,339737,95823,2026-05-10,KS-TEXTILE-200-S-202605-2-INV,KS-TEXTILE-200-S-202605-2-DEL,SYNTHETIC
KS-TEXTILE-200-S-202605-3,2026-05-05,模拟下游3,棉纱,154180,20043,174223,135894,38329,2026-05-10,KS-TEXTILE-200-S-202605-3-INV,KS-TEXTILE-200-S-202605-3-DEL,SYNTHETIC
KS-TEXTILE-200-S-202606-1,2026-06-05,模拟下游1,棉纱,956613,124360,1080973,843159,237814,2026-06-10,KS-TEXTILE-200-S-202606-1-INV,KS-TEXTILE-200-S-202606-1-DEL,SYNTHETIC
KS-TEXTILE-200-S-202606-2,2026-06-05,模拟下游2,棉纱,367928,47831,415759,324292,91467,2026-06-10,KS-TEXTILE-200-S-202606-2-INV,KS-TEXTILE-200-S-202606-2-DEL,SYNTHETIC
KS-TEXTILE-200-S-202606-3,2026-06-05,模拟下游3,棉纱,147171,19132,166303,129716,36587,2026-06-10,KS-TEXTILE-200-S-202606-3-INV,KS-TEXTILE-200-S-202606-3-DEL,SYNTHETIC
KS-TEXTILE-200-S-202607-1,2026-07-05,模拟下游1,棉纱,983954,127914,1111868,867257,244611,2026-07-10,KS-TEXTILE-200-S-202607-1-INV,KS-TEXTILE-200-S-202607-1-DEL,SYNTHETIC
KS-TEXTILE-200-S-202607-2,2026-07-05,模拟下游2,棉纱,378444,49198,427642,333561,94081,2026-07-10,KS-TEXTILE-200-S-202607-2-INV,KS-TEXTILE-200-S-202607-2-DEL,SYNTHETIC
KS-TEXTILE-200-S-202607-3,2026-07-05,模拟下游3,棉纱,151378,19679,171057,133424,37633,2026-07-10,KS-TEXTILE-200-S-202607-3-INV,KS-TEXTILE-200-S-202607-3-DEL,SYNTHETIC
KS-TEXTILE-200-S-202608-1,2026-08-05,模拟下游1,棉纱,983954,127914,1111868,867257,244611,2026-08-10,KS-TEXTILE-200-S-202608-1-INV,KS-TEXTILE-200-S-202608-1-DEL,SYNTHETIC
KS-TEXTILE-200-S-202608-2,2026-08-05,模拟下游2,棉纱,378444,49198,427642,333561,94081,2026-08-10,KS-TEXTILE-200-S-202608-2-INV,KS-TEXTILE-200-S-202608-2-DEL,SYNTHETIC
KS-TEXTILE-200-S-202608-3,2026-08-05,模拟下游3,棉纱,151378,19679,171057,133424,37633,2026-08-10,KS-TEXTILE-200-S-202608-3-INV,KS-TEXTILE-200-S-202608-3-DEL,SYNTHETIC
